index,breed_primary,size
41019,Labrador Retriever,Medium
41020,Brittany Spaniel,Medium
41021,Chihuahua,Small
41022,Chihuahua,Small
41023,Shepherd,Medium
41024,Pit Bull Terrier,Medium
41025,Labrador Retriever,Medium
41026,Hound,Medium
41027,Treeing Walker Coonhound,Medium
41028,Hound,Large
41029,Hound,Large
41030,Mixed Breed,Large
41031,Chihuahua,Medium
41032,Mixed Breed,Large
41033,Schnauzer,Small
41034,Boxer,Large
41035,Great Dane,Extra Large
41036,Boxer,Medium
41037,Hound,Medium
41038,German Shepherd Dog,Medium
41039,American Bulldog,Medium
41040,Hound,Medium
41041,Labrador Retriever,Medium
41042,Black Labrador Retriever,Medium
41043,American Staffordshire Terrier,Large
41044,American Staffordshire Terrier,Medium
41045,Labrador Retriever,Medium
41046,American Staffordshire Terrier,Medium
41047,Poodle,Small
41048,Border Collie,Medium
41049,Labrador Retriever,Medium
41050,Labrador Retriever,Medium
41051,Labrador Retriever,Medium
41052,Terrier,Medium
41053,Labrador Retriever,Medium
41054,Labrador Retriever,Medium
41055,Yorkshire Terrier,Small
41056,Labrador Retriever,Medium
41057,American Staffordshire Terrier,Medium
41058,Hound,Medium
41059,Pit Bull Terrier,Medium
41060,German Shepherd Dog,Medium
41061,Labrador Retriever,Large
41062,Pekingese,Small
41063,Boxer,Medium
41064,Spaniel,Medium
41065,Terrier,Small
41066,Yorkshire Terrier,Small
41067,German Shepherd Dog,Medium
41068,German Shepherd Dog,Medium
41069,Dachshund,Small
41070,Yorkshire Terrier,Small
41071,Poodle,Medium
41072,Boxer,Large
41073,Labrador Retriever,Medium
41074,Black Labrador Retriever,Large
41075,Labrador Retriever,Medium
41076,Labrador Retriever,Medium
41077,Mixed Breed,Medium
41078,Retriever,Medium
41079,Rat Terrier,Small
41080,Black Mouth Cur,Large
41081,Collie,Medium
41082,Cocker Spaniel,Medium
41083,Boxer,Medium
41084,Terrier,Medium
41085,Mixed Breed,Large
41086,Mixed Breed,Large
41087,Mixed Breed,Medium
41088,Labrador Retriever,Medium
41089,Labrador Retriever,Medium
41090,Labrador Retriever,Medium
41091,Labrador Retriever,Medium
41092,Dutch Shepherd,Large
41093,Staffordshire Bull Terrier,Medium
41094,Labrador Retriever,Medium
41095,Bichon Frise,Small
41096,Pit Bull Terrier,Large
41097,Labrador Retriever,Large
41098,Labrador Retriever,Medium
41099,Labrador Retriever,Large
41100,Terrier,Small
41101,Labrador Retriever,Large
41102,Pit Bull Terrier,Medium
41103,Pit Bull Terrier,Medium
41104,Bloodhound,Large
41105,Pit Bull Terrier,Medium
41106,Pit Bull Terrier,Large
41107,Pit Bull Terrier,Medium
41108,Labrador Retriever,Large
41109,Pit Bull Terrier,Large
41110,Pit Bull Terrier,Large
41111,Pit Bull Terrier,Large
41112,Pit Bull Terrier,Medium
41113,Pit Bull Terrier,Large
41114,Black Mouth Cur,Medium
41115,Pit Bull Terrier,Large
41116,Boxer,Medium
41117,German Shepherd Dog,Medium
41118,German Shepherd Dog,Medium
41119,Chihuahua,Small
41120,Hound,Medium
41121,American Bulldog,Medium
41122,Labrador Retriever,Medium
41123,Dachshund,Small
41124,Pit Bull Terrier,Medium
41125,Labrador Retriever,Medium
41126,Labrador Retriever,Large
41127,Hound,Medium
41128,American Staffordshire Terrier,Medium
41129,Labrador Retriever,Medium
41130,Labrador Retriever,Large
41131,Chihuahua,Small
41132,Jack Russell Terrier,Small
41133,Beagle,Medium
41134,German Shepherd Dog,Medium
41135,Labrador Retriever,Medium
41136,Siberian Husky,Medium
41137,Beagle,Small
41138,Labrador Retriever,Medium
41139,Pit Bull Terrier,Medium
41140,Pit Bull Terrier,Medium
41141,Labrador Retriever,Large
41142,Labrador Retriever,Large
41143,Chihuahua,Small
41144,Boxer,Large
41145,Hound,Medium
41146,German Shepherd Dog,Medium
41147,Pit Bull Terrier,Medium
41148,Labrador Retriever,Large
41149,Chihuahua,Small
41150,German Shepherd Dog,Medium
41151,Pug,Small
41152,Hound,Medium
41153,Golden Retriever,Large
41154,Australian Cattle Dog / Blue Heeler,Medium
41155,Shar-Pei,Large
41156,Shih Tzu,Small
41157,Shih Tzu,Small
41158,Pit Bull Terrier,Medium
41159,American Staffordshire Terrier,Medium
41160,Hound,Medium
41161,American Staffordshire Terrier,Medium
41162,Labrador Retriever,Medium
41163,Hound,Medium
41164,Husky,Medium
41165,Labrador Retriever,Medium
41166,Hound,Medium
41167,Labrador Retriever,Medium
41168,Labrador Retriever,Medium
41169,Hound,Medium
41170,Greyhound,Large
41171,Greyhound,Large
41172,Greyhound,Large
41173,Greyhound,Large
41174,Greyhound,Large
41175,Greyhound,Large
41176,German Shepherd Dog,Medium
41177,Labrador Retriever,Large
41178,American Staffordshire Terrier,Medium
41179,Catahoula Leopard Dog,Medium
41180,Siberian Husky,Large
41181,Labrador Retriever,Medium
41182,Pit Bull Terrier,Large
41183,Chihuahua,Small
41184,Pit Bull Terrier,Medium
41185,Shepherd,Medium
41186,Black Mouth Cur,Large
41187,Border Collie,Medium
41188,Labrador Retriever,Medium
41189,Basset Hound,Medium
41190,American Staffordshire Terrier,Medium
41191,Terrier,Medium
41192,Labrador Retriever,Medium
41193,Siberian Husky,Large
41194,Labrador Retriever,Medium
41195,Hound,Medium
41196,Manchester Terrier,Small
41197,Border Terrier,Small
41198,Chesapeake Bay Retriever,Large
41199,Terrier,Medium
41200,Pit Bull Terrier,Large
41201,Labrador Retriever,Medium
41202,Beagle,Medium
41203,Shih Tzu,Small
41204,Labrador Retriever,Medium
41205,German Shepherd Dog,Medium
41206,German Shepherd Dog,Medium
41207,Siberian Husky,Medium
41208,Siberian Husky,Medium
41209,Siberian Husky,Medium
41210,Siberian Husky,Medium
41211,Siberian Husky,Medium
41212,Siberian Husky,Medium
41213,Siberian Husky,Medium
41214,German Shepherd Dog,Large
41215,Labrador Retriever,Medium
41216,Shepherd,Large
41217,Feist,Small
41218,Labrador Retriever,Medium
41219,Labrador Retriever,Medium
41220,Black Labrador Retriever,Large
41221,Siberian Husky,Medium
41222,Boxer,Small
41223,Retriever,Large
41224,Retriever,Medium
41225,Whippet,Medium
41226,Shih Tzu,Small
41227,Rottweiler,Large
41228,Retriever,Medium
41229,Doberman Pinscher,Large
41230,Labrador Retriever,Medium
41231,Labrador Retriever,Medium
41232,Labrador Retriever,Large
41233,Labrador Retriever,Medium
41234,American Staffordshire Terrier,Medium
41235,Pit Bull Terrier,Medium
41236,Dachshund,Medium
41237,German Shepherd Dog,Medium
41238,German Shepherd Dog,Large
41239,Hound,Medium
41240,Chow Chow,Large
41241,Black Labrador Retriever,Large
41242,English Setter,Large
41243,Siberian Husky,Medium
41244,Jack Russell Terrier,Small
41245,Jack Russell Terrier,Small
41246,Beagle,Small
41247,Hound,Medium
41248,Labrador Retriever,Medium
41249,Chow Chow,Small
41250,Beagle,Medium
41251,Hound,Medium
41252,Hound,Medium
41253,English Pointer,Medium
41254,German Shepherd Dog,Large
41255,Labrador Retriever,Medium
41256,German Shepherd Dog,Large
41257,German Shepherd Dog,Medium
41258,Boxer,Medium
41259,Labrador Retriever,Medium
41260,Labrador Retriever,Medium
41261,Labrador Retriever,Medium
41262,Labrador Retriever,Medium
41263,Australian Cattle Dog / Blue Heeler,Medium
41264,Chihuahua,Small
41265,Labrador Retriever,Medium
41266,American Staffordshire Terrier,Medium
41267,Labrador Retriever,Medium
41268,Miniature Pinscher,Small
41269,Italian Greyhound,Small
41270,Basset Hound,Medium
41271,Bull Terrier,Medium
41272,Labrador Retriever,Medium
41273,Labrador Retriever,Medium
41274,American Bulldog,Medium
41275,American Bulldog,Medium
41276,American Bulldog,Medium
41277,American Bulldog,Medium
41278,American Bulldog,Medium
41279,American Bulldog,Large
41280,Cane Corso,Large
41281,American Staffordshire Terrier,Medium
41282,Terrier,Small
41283,Hound,Medium
41284,Chihuahua,Small
41285,Boxer,Medium
41286,American Bulldog,Large
41287,Schnauzer,Small
41288,Great Dane,Extra Large
41289,Chihuahua,Small
41290,Chihuahua,Small
41291,Mixed Breed,Medium
41292,Chihuahua,Medium
41293,Carolina Dog,Medium
41294,Mixed Breed,Medium
41295,German Shepherd Dog,Medium
41296,Australian Shepherd,Medium
41297,Hound,Medium
41298,Anatolian Shepherd,Medium
41299,American Staffordshire Terrier,Medium
41300,American Staffordshire Terrier,Medium
41301,Terrier,Medium
41302,Beagle,Medium
41303,Terrier,Medium
41304,Mixed Breed,Large
41305,Mixed Breed,Large
41306,Labrador Retriever,Medium
41307,Pit Bull Terrier,Medium
41308,Basenji,Medium
41309,American Staffordshire Terrier,Medium
41310,Beagle,Medium
41311,Shepherd,Medium
41312,Labrador Retriever,Medium
41313,Terrier,Medium
41314,Beagle,Medium
41315,Beagle,Medium
41316,Corgi,Small
41317,Pit Bull Terrier,Large
41318,Labrador Retriever,Medium
41319,Labrador Retriever,Medium
41320,Hound,Medium
41321,Hound,Medium
41322,Miniature Schnauzer,Medium
41323,German Shorthaired Pointer,Medium
41324,Beagle,Medium
41325,Pointer,Large
41326,German Shepherd Dog,Medium
41327,Boxer,Medium
41328,Australian Shepherd,Medium
41329,American Staffordshire Terrier,Medium
41330,Rat Terrier,Medium
41331,Rottweiler,Large
41332,Collie,Medium
41333,Terrier,Small
41334,Maltese,Small
41335,Pomeranian,Small
41336,Labrador Retriever,Medium
41337,German Shepherd Dog,Medium
41338,German Shepherd Dog,Medium
41339,German Shepherd Dog,Large
41340,Corgi,Small
41341,Labrador Retriever,Large
41342,Terrier,Large
41343,Labrador Retriever,Medium
41344,American Staffordshire Terrier,Medium
41345,Hound,Medium
41346,Husky,Medium
41347,Labrador Retriever,Medium
41348,French Bulldog,Small
41349,Great Pyrenees,Large
41350,Chihuahua,Medium
41351,American Staffordshire Terrier,Large
41352,Corgi,Small
41353,Terrier,Medium
41354,Redbone Coonhound,Medium
41355,Hound,Medium
41356,Boxer,Medium
41357,Labrador Retriever,Medium
41358,Retriever,Medium
41359,Hound,Medium
41360,Pit Bull Terrier,Medium
41361,Pointer,Large
41362,Australian Shepherd,Medium
41363,Boxer,Medium
41364,Beagle,Small
41365,Beagle,Small
41366,Black Labrador Retriever,Large
41367,German Shepherd Dog,Medium
41368,Pit Bull Terrier,Medium
41369,Shepherd,Medium
41370,German Shepherd Dog,Medium
41371,Labrador Retriever,Medium
41372,Greyhound,Large
41373,Greyhound,Large
41374,Greyhound,Large
41375,Whippet,Medium
41376,Greyhound,Large
41377,Greyhound,Large
41378,Greyhound,Large
41379,Greyhound,Large
41380,Greyhound,Large
41381,Greyhound,Large
41382,Beagle,Medium
41383,Pit Bull Terrier,Medium
41384,Beagle,Small
41385,Pit Bull Terrier,Large
41386,Boxer,Medium
41387,Labrador Retriever,Large
41388,Terrier,Medium
41389,Rat Terrier,Small
41390,Pointer,Medium
41391,Coonhound,Medium
41392,Beagle,Small
41393,Chihuahua,Small
41394,Labrador Retriever,Large
41395,Pit Bull Terrier,Medium
41396,Shepherd,Large
41397,American Bulldog,Medium
41398,Terrier,Medium
41399,Hound,Medium
41400,Hound,Medium
41401,Pit Bull Terrier,Medium
41402,Labrador Retriever,Medium
41403,Labrador Retriever,Large
41404,Dalmatian,Large
41405,Beagle,Medium
41406,American Staffordshire Terrier,Medium
41407,Cairn Terrier,Small
41408,Hound,Medium
41409,American Staffordshire Terrier,Medium
41410,Hound,Medium
41411,Beagle,Medium
41412,Australian Cattle Dog / Blue Heeler,Medium
41413,Pit Bull Terrier,Large
41414,Labrador Retriever,Medium
41415,Rottweiler,Medium
41416,German Shepherd Dog,Large
41417,Beagle,Small
41418,Treeing Walker Coonhound,Medium
41419,Boxer,Medium
41420,Rat Terrier,Small
41421,German Shepherd Dog,Medium
41422,Pug,Small
41423,Beagle,Small
41424,Terrier,Small
41425,Labrador Retriever,Extra Large
41426,Pug,Medium
41427,Yellow Labrador Retriever,Large
41428,Shepherd,Medium
41429,German Shepherd Dog,Medium
41430,Terrier,Small
41431,Labrador Retriever,Medium
41432,Bull Terrier,Medium
41433,Bull Terrier,Medium
41434,Poodle,Small
41435,German Shepherd Dog,Medium
41436,Mixed Breed,Medium
41437,Australian Shepherd,Medium
41438,Basset Hound,Medium
41439,Terrier,Medium
41440,Hound,Medium
41441,Chihuahua,Small
41442,American Bulldog,Large
41443,Terrier,Large
41444,Hound,Large
41445,Boxer,Medium
41446,Boston Terrier,Small
41447,Mixed Breed,Large
41448,Labrador Retriever,Medium
41449,Chihuahua,Small
41450,Boxer,Medium
41451,Terrier,Medium
41452,Boxer,Medium
41453,Labrador Retriever,Medium
41454,Pit Bull Terrier,Medium
41455,Black Labrador Retriever,Medium
41456,Boxer,Medium
41457,Hound,Medium
41458,Pit Bull Terrier,Medium
41459,Brittany Spaniel,Medium
41460,Black Labrador Retriever,Medium
41461,Chihuahua,Small
41462,Yorkshire Terrier,Small
41463,Chihuahua,Small
41464,Bluetick Coonhound,Medium
41465,Pekingese,Small
41466,Shetland Sheepdog / Sheltie,Medium
41467,Shetland Sheepdog / Sheltie,Medium
41468,Shetland Sheepdog / Sheltie,Medium
41469,Labrador Retriever,Medium
41470,Labrador Retriever,Medium
41471,Corgi,Medium
41472,Miniature Pinscher,Small
41473,Labrador Retriever,Large
41474,Pit Bull Terrier,Small
41475,Great Dane,Extra Large
41476,Greyhound,Large
41477,Siberian Husky,Medium
41478,Feist,Small
41479,Treeing Walker Coonhound,Medium
41480,Mixed Breed,Large
41481,Mixed Breed,Large
41482,Mixed Breed,Medium
41483,Mixed Breed,Medium
41484,Mixed Breed,Medium
41485,Mixed Breed,Medium
41486,Mixed Breed,Medium
41487,Labrador Retriever,Large
41488,Hound,Large
41489,Catahoula Leopard Dog,Large
41490,Pug,Small
41491,Boxer,Large
41492,German Shepherd Dog,Large
41493,Pit Bull Terrier,Medium
41494,Pit Bull Terrier,Medium
41495,Boxer,Medium
41496,Pit Bull Terrier,Large
41497,Boxer,Medium
41498,Pit Bull Terrier,Medium
41499,Hound,Large
41500,Shepherd,Medium
41501,Pomeranian,Small
41502,Labrador Retriever,Medium
41503,Cattle Dog,Medium
41504,Pit Bull Terrier,Medium
41505,Chihuahua,Small
41506,Staffordshire Bull Terrier,Medium
41507,Pit Bull Terrier,Large
41508,Hound,Medium
41509,Pit Bull Terrier,Large
41510,Boxer,Large
41511,Shepherd,Large
41512,Hound,Large
41513,Yellow Labrador Retriever,Medium
41514,Chihuahua,Small
41515,Labrador Retriever,Large
41516,Pit Bull Terrier,Large
41517,Pit Bull Terrier,Large
41518,Pit Bull Terrier,Large
41519,Pit Bull Terrier,Large
41520,Pit Bull Terrier,Large
41521,American Staffordshire Terrier,Medium
41522,Boxer,Medium
41523,Whippet,Medium
41524,Cattle Dog,Large
41525,American Bulldog,Medium
41526,Chihuahua,Small
41527,Beagle,Medium
41528,Boxer,Medium
41529,Pit Bull Terrier,Large
41530,Shepherd,Large
41531,Belgian Shepherd / Malinois,Large
41532,Greater Swiss Mountain Dog,Medium
41533,Japanese Chin,Small
41534,Pit Bull Terrier,Medium
41535,Great Dane,Extra Large
41536,Bull Terrier,Medium
41537,Spaniel,Medium
41538,Hound,Medium
41539,Pit Bull Terrier,Medium
41540,Labrador Retriever,Medium
41541,Pit Bull Terrier,Medium
41542,Chihuahua,Small
41543,Shepherd,Medium
41544,Labrador Retriever,Medium
41545,Labrador Retriever,Large
41546,American Bulldog,Medium
41547,Labrador Retriever,Medium
41548,Rottweiler,Medium
41549,Rottweiler,Medium
41550,Rottweiler,Medium
41551,American Staffordshire Terrier,Medium
41552,Dachshund,Small
41553,Great Dane,Extra Large
41554,Pit Bull Terrier,Large
41555,Jack Russell Terrier,Small
41556,Boxer,Large
41557,Yellow Labrador Retriever,Medium
41558,Pit Bull Terrier,Large
41559,Boxer,Medium
41560,Pit Bull Terrier,Large
41561,Boxer,Medium
41562,Hound,Medium
41563,Labrador Retriever,Medium
41564,Chihuahua,Small
41565,Chihuahua,Small
41566,Boxer,Medium
41567,Cairn Terrier,Small
41568,American Staffordshire Terrier,Medium
41569,German Shepherd Dog,Medium
41570,Pit Bull Terrier,Medium
41571,Plott Hound,Large
41572,Labrador Retriever,Large
41573,Feist,Medium
41574,Pit Bull Terrier,Medium
41575,German Shepherd Dog,Large
41576,Rhodesian Ridgeback,Large
41577,Beagle,Small
41578,Hound,Medium
41579,Australian Shepherd,Large
41580,Shepherd,Medium
41581,Black Labrador Retriever,Large
41582,Hound,Medium
41583,German Shepherd Dog,Medium
41584,Labrador Retriever,Medium
41585,Labrador Retriever,Large
41586,German Shepherd Dog,Large
41587,Great Pyrenees,Extra Large
41588,Pit Bull Terrier,Medium
41589,Coonhound,Large
41590,American Staffordshire Terrier,Large
41591,Miniature Pinscher,Medium
41592,Husky,Medium
41593,Pit Bull Terrier,Medium
41594,Pit Bull Terrier,Medium
41595,Pit Bull Terrier,Medium
41596,Cavalier King Charles Spaniel,Small
41597,Black Labrador Retriever,Large
41598,Pit Bull Terrier,Medium
41599,Pit Bull Terrier,Medium
41600,Treeing Walker Coonhound,Medium
41601,Hound,Medium
41602,Labrador Retriever,Medium
41603,Labrador Retriever,Medium
41604,Dachshund,Small
41605,Spaniel,Small
41606,Dachshund,Small
41607,Boxer,Large
41608,German Shepherd Dog,Medium
41609,Spaniel,Medium
41610,German Shepherd Dog,Large
41611,Rottweiler,Large
41612,American Staffordshire Terrier,Medium
41613,Shepherd,Medium
41614,Mixed Breed,Medium
41615,Feist,Small
41616,Boxer,Medium
41617,Catahoula Leopard Dog,Medium
41618,Beagle,Medium
41619,Beagle,Medium
41620,German Shepherd Dog,Large
41621,Shepherd,Medium
41622,Shepherd,Medium
41623,Rat Terrier,Small
41624,Labrador Retriever,Medium
41625,Mixed Breed,Medium
41626,Chihuahua,Small
41627,Brittany Spaniel,Medium
41628,American Staffordshire Terrier,Medium
41629,Jack Russell Terrier,Small
41630,Labrador Retriever,Medium
41631,Pit Bull Terrier,Medium
41632,German Shepherd Dog,Large
41633,Shepherd,Large
41634,Great Dane,Large
41635,Husky,Medium
41636,Mixed Breed,Medium
41637,Terrier,Medium
41638,American Staffordshire Terrier,Medium
41639,Hound,Medium
41640,American Staffordshire Terrier,Medium
41641,Pit Bull Terrier,Medium
41642,Hound,Large
41643,Labrador Retriever,Medium
41644,Husky,Medium
41645,Boxer,Large
41646,Beagle,Small
41647,American Staffordshire Terrier,Medium
41648,Plott Hound,Medium
41649,Labrador Retriever,Medium
41650,American Staffordshire Terrier,Large
41651,Boxer,Medium
41652,Pit Bull Terrier,Medium
41653,Husky,Medium
41654,Labrador Retriever,Medium
41655,Shepherd,Medium
41656,Carolina Dog,Medium
41657,Pit Bull Terrier,Medium
41658,Hound,Medium
41659,German Shepherd Dog,Medium
